Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (°C)
Data1,1-Recover,123200,52.625,191.5,174.475,4230.72,-1.5,0.1,48.3943,36.3
Data1,1-Recover,123400,52.375,188.6,174.725,4147.55,-1.375,0.1,44.6135,36.3
Data1,1-Recover,123600,51.5,185.4,175.6,4077.22,-1.375,0.1,44.6135,36.3
Data1,1-Recover,123800,50.375,182.2,176.725,4017.49,-1.375,0.1,44.6135,36.3
Data1,1-Recover,124000,49.5,179.2,177.6,3953.21,-1.375,0.1,44.6135,36.3
Data1,1-Recover,124200,48.5,176.1,178.6,3889.7,-1.375,0.1,44.6135,36.3
Data1,1-Recover,124400,47.5,173.2,179.6,3829.2,-1.375,0.1,44.6135,36.3
Data1,1-Recover,124600,46.625,170.3,180.475,3770.98,-1.375,0.1,44.6135,36.3
Data1,1-Recover,124800,45.625,167.4,181.475,3713.51,-1.375,0.1,44.6135,36.3
Data1,1-Recover,125000,44.5,164.5,182.6,3659.82,-1.5,0.1,48.3943,36.3
Data1,1-Recover,125200,44.375,161.6,182.725,3572.86,-0.625,0.1,21.9287,36.3
Data1,1-Recover,125400,43.375,158.3,183.725,3506.32,-0.625,0.1,21.9287,36.3
Data1,1-Recover,125600,42.375,155.2,184.725,3442.8,-0.625,0.1,21.9287,36.3
Data1,1-Recover,125800,41.375,152.2,185.725,3382.31,-0.625,0.1,21.9287,36.3
Data1,1-Recover,126000,40.375,149,186.725,3318.79,-0.625,0.1,21.9287,36.3
Data1,1-Recover,126200,39.5,146.2,187.6,3254.52,-0.625,0.1,21.9287,36.3
Data1,1-Recover,126400,38.5,143.2,188.6,3200.08,-0.625,0.1,21.9287,36.3
Data1,1-Recover,126600,37.5,140.4,189.6,3139.58,-0.5,0.1,18.1479,36.3
Data1,1-Recover,126800,36.625,137.5,190.475,3081.36,-0.625,0.1,21.9287,36.3
Data1,1-Recover,127000,35.625,134.5,191.475,3020.87,-0.5,0.1,18.1479,36.3
Data1,1-Recover,127200,35.375,131.7,191.725,2940.71,-0.5,0.1,18.1479,36.3
Data1,1-Recover,127400,34.375,128.5,192.725,2880.22,-0.5,0.1,18.1479,36.3
Data1,1-Recover,127600,33.5,125.7,193.6,2815.95,-0.375,0.1,14.3671,36.3
Data1,1-Recover,127800,32.5,122.5,194.6,2755.45,-0.5,0.1,18.1479,36.3
Data1,1-Recover,128000,31.625,119.5,195.475,2688.15,-0.375,0.1,14.3671,36.3
Data1,1-Recover,128200,30.5,116.7,196.6,2631.44,-0.375,0.1,14.3671,36.3
Data1,1-Recover,128400,29.625,113.8,197.475,2579.27,-0.375,0.1,14.3671,36.3
Data1,1-Recover,128600,28.625,110.8,198.475,2512.72,-0.5,0.1,18.1479,36.3
Data1,1-Recover,128800,27.5,107.9,199.6,2462.06,-0.375,0.1,14.3671,36.3
Data1,1-Recover,129000,27.25,105.1,199.85,2381.91,-0.375,0.1,14.3671,36.3
Data1,1-Recover,129200,26.375,102,200.725,2317.64,-0.375,0.1,14.3671,36.3
Data1,1-Recover,129400,25.5,98.8,201.6,2250.34,-0.375,0.1,14.3671,36.4
Data1,1-Recover,129600,24.5,95.8,202.6,2183.79,0.375,0.1,-8.31778,36.4
Data1,1-Recover,129800,23.5,92.8,203.6,2126.33,0.25,0.1,-4.53697,36.4
Data1,1-Recover,130000,22.5,89.7,204.6,2065.83,0.375,0.1,-8.31778,36.4
Data1,1-Recover,130200,21.5,86.8,205.6,2008.37,-0.375,0.1,14.3671,36.4
Data1,1-Recover,130400,21.375,84,205.725,1924.43,0.375,0.2,-8.31778,36.4
Data1,1-Recover,130600,19.625,80.6,207.475,1874.52,0.375,0.1,-8.31778,36.4
Data1,1-Recover,130800,19.375,77.5,207.725,1791.35,0.375,0.1,-8.31778,36.4
Data1,1-Recover,131000,18.375,74.3,208.725,1721.78,0.375,0.1,-8.31778,36.4
Data1,1-Recover,131200,17.375,71.2,209.725,1658.26,0.375,0.1,-8.31778,36.4
Data1,1-Recover,131400,16.5,68.3,210.6,1593.99,0.375,0.1,-5.29313,36.4
Data1,1-Recover,131600,15.5,65.2,211.6,1536.52,0.375,0.1,-8.31778,36.4
Data1,1-Recover,131800,14.625,62.1,212.475,1466.2,0.5,0.2,-9.07394,36.4
Data1,1-Recover,132000,13.625,58.7,213.475,1396.63,0.5,0.1,-12.0986,36.4
Data1,1-Recover,132200,12.5,55.5,214.6,1333.87,0.375,0.1,-8.31778,36.4
Data1,1-Recover,132400,11.625,52.6,215.475,1269.6,0.375,0.1,-8.31778,36.4
Data1,1-Recover,132600,10.75,49.5,216.35,1202.3,0.375,0.1,-8.31778,36.4
Data1,1-Recover,132800,10.375,46.5,216.725,1122.9,0.5,0.2,-12.0986,36.4
Data1,1-Recover,133000,9.5,43.5,217.6,1058.63,0.5,0.1,-12.0986,36.4
Data1,1-Recover,133200,8.5,40.4,218.6,995.109,0.375,0.2,-5.29313,36.4
Data1,1-Recover,133400,7.5,37.3,219.6,934.616,0.5,0.1,-12.0986,36.4
Data1,1-Recover,133600,6.5,34.2,220.6,871.098,0.625,0.1,-15.8794,36.4
Data1,1-Recover,133800,5.625,31.3,221.475,803.8,0.5,0.1,-12.0986,36.4
Data1,1-Recover,134000,4.625,28.3,222.475,746.331,0.5,0.1,-9.07394,36.4
Data1,1-Recover,134200,3.625,25.5,223.475,691.888,0.5,0.1,-12.0986,36.4
Data1,1-Recover,134400,3.375,22.6,223.725,608.71,0.625,0.1,-12.8547,36.4
Data1,1-Recover,134600,2.375,19.4,224.725,548.217,0.625,0.1,-15.8794,36.4
Data1,1-Recover,134800,1.375,16.3,225.725,481.675,0.625,0.2,-15.8794,36.4
Data1,1-End,135000,0.375,13,226.725,421.182,0.625,0.2,-15.8794,36.4
